DoB,SApM,SLpM,height,name,reach,record,stance,strAcc,strDef,subAvg,tdAcc,tdAvg,tdDef,weight
Dec 31 1991,4.40,3.63,"5' 11""",Michael Trizano,71,11-3-0,Orthodox,53%,50%,0.5,66%,0.36,72%,145
Feb 13 1982,3.22,2.00,"6' 1""",Ewerton Teixeira,,3-1-0,,39%,35%,0.0,0%,0.00,33%,242
Jun 10 1993,3.90,5.19,"5' 11""",Angelo Trevino,,7-3-0,Switch,54%,47%,0.0,0%,0.00,100%,170
Sep 21 1996,0.00,0.00,--,Junior Tafa,,0-0-0,,0%,0%,0.0,0%,0.00,0%,--
May 11 1987,2.56,4.55,"6' 0""",Kamaru Usman,76,20-2-0,Switch,53%,57%,0.1,48%,3.01,97%,170
Apr 11 1983,3.93,2.33,--,Bryan Travers,,15-4-0,,48%,55%,0.0,28%,2.00,63%,155
Jun 26 1982,4.87,3.34,"6' 2""",Virgil Zwicker,74,15-6-1,,48%,39%,0.0,30%,1.31,50%,205
Jan 18 1981,1.86,3.98,"5' 9""",Miguel Torres,76,44-9-0,Orthodox,43%,74%,1.6,0%,0.00,17%,135
May 08 1975,1.90,1.91,"5' 7""",Caol Uno,70,33-19-5,Southpaw,49%,50%,0.5,31%,1.95,37%,155
Feb 20 1991,4.88,3.18,"5' 7""",Shanna Young,65,9-6-0,Orthodox,47%,43%,0.6,0%,0.00,53%,125
Oct 06 1989,2.14,3.18,"5' 9""",Sean Soriano,70,14-8-0,Orthodox,61%,56%,0.0,55%,1.33,52%,145
Jun 20 1981,2.38,1.05,"5' 9""",Kengo Ura,,14-12-2,,37%,48%,1.4,28%,2.85,50%,165
May 02 1992,2.16,3.56,"5' 7""",Justin Scoggins,66,11-5-0,Southpaw,51%,55%,0.5,63%,3.42,82%,125
Oct 17 1977,0.00,0.00,"6' 0""",Joe Slick,,16-5-3,Orthodox,0%,0%,0.0,0%,0.00,0%,199
Sep 22 1979,1.89,1.58,"5' 3""",Fredy Serrano,65,3-2-0,Orthodox,26%,61%,0.0,25%,2.84,84%,125
Mar 11 1991,3.60,1.75,"5' 3""",Livinha Souza,63,14-4-0,Orthodox,45%,56%,1.4,45%,2.54,40%,115
--,3.27,3.27,"5' 11""",Sam Spengler,,9-5-0,Orthodox,62%,54%,1.8,11%,1.75,75%,185
Nov 20 1990,7.75,4.13,"5' 9""",Boston Salmon,69,6-3-0,Southpaw,37%,59%,0.0,0%,0.00,100%,135
May 09 1991,4.07,4.73,"6' 3""",Augusto Sakai,77,15-5-1,Orthodox,48%,48%,0.0,33%,0.13,54%,265
Aug 30 1979,3.79,3.56,"5' 4""",Neil Seery,64,16-13-0,Orthodox,41%,58%,1.6,27%,0.78,53%,125
Jan 24 1995,2.96,3.79,"6' 3""",Serghei Spivac,78,15-3-0,Orthodox,51%,55%,0.4,63%,4.09,70%,260
Dec 24 1975,2.62,1.68,"5' 8""",Samy Schiavo,,10-6-0,Orthodox,34%,38%,0.9,50%,0.94,66%,155
Sep 12 1976,1.20,1.09,"6' 2""",Yuki Sasaki,,25-22-2,Orthodox,43%,57%,0.0,100%,0.43,66%,185
--,3.07,1.13,"6' 2""",Jay Silva,,10-11-1,Southpaw,34%,40%,1.0,0%,0.00,38%,185
Jun 14 1976,0.00,0.00,"6' 0""",Landon Showalter,,11-19-1,,0%,0%,0.0,0%,0.00,0%,185
--,0.87,1.27,"6' 3""",Brian Schwartz,,1-1-0,Orthodox,44%,45%,1.0,0%,0.00,50%,170
May 08 1984,1.80,5.40,"6' 0""",Felipe Silva,77,8-2-0,Orthodox,50%,59%,0.0,100%,1.00,71%,155
Mar 05 1986,1.78,0.96,"5' 6""",Robert Sanchez,66,8-2-0,Orthodox,40%,46%,0.7,62%,3.61,50%,125
Apr 25 1981,2.49,1.94,"6' 0""",Clifford Starks,78,13-3-0,Orthodox,33%,58%,0.0,100%,1.94,60%,185
--,3.44,1.80,"5' 7""",Ryuta Sakurai,,24-24-6,Orthodox,48%,58%,1.6,100%,0.52,36%,183
--,6.45,0.00,"6' 0""",Jesse Sanders,,23-7-0,Orthodox,0%,35%,0.0,0%,0.00,50%,170
Aug 27 1993,1.74,2.54,"5' 9""",Joe Solecki,70,12-3-0,Orthodox,56%,50%,1.1,47%,2.44,50%,155
--,5.33,0.86,"6' 0""",Ivan Serati,,12-4-0,Orthodox,26%,29%,0.0,0%,0.00,0%,205
Nov 27 1990,3.88,2.06,"5' 8""",Lukasz Sajewski,71,13-3-0,Orthodox,35%,57%,0.0,25%,1.01,66%,155
Jan 17 1989,2.06,1.43,"5' 11""",Alexander Sarnavskiy,,35-6-0,,66%,42%,0.0,0%,0.00,75%,155
Nov 17 1979,2.40,2.06,"6' 0""",Katsuyori Shibata,,4-11-1,Orthodox,35%,53%,0.7,50%,0.49,53%,168
Aug 27 1990,5.93,6.33,"5' 7""",Dayana Silva,,7-4-0,Orthodox,51%,57%,0.0,0%,0.00,42%,135
Dec 10 1989,4.30,2.31,"6' 0""",Ben Sosoli,72,7-3-0 (2 NC),Southpaw,31%,47%,0.0,0%,0.00,0%,265
Nov 04 1982,3.30,3.45,"6' 2""",Eddie Sanchez,74,15-8-0,Orthodox,43%,43%,0.0,26%,1.13,42%,230
Mar 13 1982,2.96,3.42,"5' 8""",Justin Salas,70,12-7-0,Southpaw,43%,68%,0.0,20%,2.43,0%,155
--,0.00,0.00,"6' 3""",Julian Sanchez,,0-1-0,Orthodox,0%,0%,0.0,0%,0.00,0%,300
Jun 08 1958,0.00,0.00,"6' 2""",Dan Severn,,101-19-1,Southpaw,0%,0%,0.0,0%,0.00,0%,250
Mar 14 1988,2.47,2.08,"6' 3""",Josh Samman,79,13-4-0,Orthodox,52%,34%,0.4,33%,1.09,33%,185
Jul 24 1984,2.96,1.99,"5' 4""",Josh Sampo,64,11-5-0,Orthodox,36%,55%,2.1,33%,1.06,40%,125
--,3.33,2.20,"5' 9""",Mark Scanlon,,9-2-0,Orthodox,35%,48%,2.0,75%,3.00,25%,170
Jun 04 1991,1.65,0.82,"6' 1""",Shaheen Santana,75,6-1-0,Orthodox,42%,40%,2.8,0%,0.00,0%,155
Feb 20 1980,1.73,1.20,"5' 8""",Rob Sinclair,,13-5-0,,33%,73%,0.0,0%,0.00,50%,155
--,0.00,0.00,--,Raul Sandoval,,3-3-0,,0%,0%,0.0,0%,0.00,0%,130
Jun 09 1984,2.43,3.30,"5' 11""",Muslim Salikhov,70,19-3-0,Orthodox,49%,67%,0.0,35%,1.20,77%,170
Feb 13 1971,4.60,1.13,"6' 3""",Elvis Sinosic,77,7-11-2,Orthodox,37%,53%,1.2,0%,0.00,0%,205
Jun 06 1994,1.53,1.02,"5' 5""",Xavier Siller,,5-5-0,,36%,57%,0.0,100%,3.83,0%,125
Feb 03 1978,2.45,2.59,"5' 1""",Naho Sugiyuma,,12-5-0,,48%,71%,0.0,100%,2.05,66%,105
Sep 28 1966,1.53,2.81,"6' 2""",Mario Sperry,,13-4-0,Orthodox,52%,47%,1.4,42%,2.09,71%,205
Sep 02 1981,2.80,3.96,"6' 0""",Alessio Sakara,72,19-11-0 (2 NC),Orthodox,47%,59%,0.0,78%,2.18,62%,185
Jul 18 1985,4.35,1.20,"6' 2""",Darrill Schoonover,,14-8-0,Orthodox,33%,38%,1.1,0%,0.00,50%,220
Jan 06 1975,4.43,2.71,"6' 3""",Kalib Starnes,74,17-11-1,Orthodox,48%,53%,0.6,33%,1.46,25%,185
Jan 20 1996,2.75,4.83,"5' 8""",Sumudaerji,72,16-5-0,Southpaw,54%,62%,0.6,100%,0.32,66%,125
Aug 24 1976,1.57,0.78,"6' 0""",Floyd Sword,,12-3-0,Orthodox,42%,40%,0.0,0%,0.00,33%,185
Dec 30 1994,0.00,0.00,--,Kevin Szaflarski,,10-1-0,,0%,0%,0.0,0%,0.00,0%,260
Nov 11 1985,2.08,2.39,"5' 9""",Leandro Silva,72,20-6-1 (1 NC),Orthodox,48%,63%,0.4,37%,1.76,65%,155
Feb 09 1992,4.04,2.61,"6' 0""",Darko Stosic,76,13-4-0,Orthodox,45%,58%,0.0,50%,3.42,83%,205
Jul 28 1989,3.58,3.44,"5' 10""",Mike Santiago,69,19-12-0,Orthodox,49%,36%,1.1,50%,2.66,53%,145
Aug 18 1984,1.16,0.58,"5' 10""",Donald Sanchez,,31-17-0,,50%,55%,0.0,0%,0.00,50%,145
Jan 13 1979,2.67,3.87,"5' 6""",Dennis Siver,70,23-11-0 (1 NC),Orthodox,32%,65%,0.3,32%,0.87,65%,145
Dec 18 1995,6.72,4.37,"5' 11""",Benoit Saint Denis,73,10-1-0 (1 NC),Southpaw,52%,41%,1.1,30%,3.36,85%,155
--,0.00,0.00,--,Hugo Sandoval,,2-3-0,,0%,0%,0.0,0%,0.00,0%,135
Mar 11 1973,2.08,1.11,"5' 9""",Wataru Sakata,,11-14-0,Southpaw,61%,31%,0.0,0%,0.00,0%,195
Feb 11 1964,4.30,1.47,"6' 1""",Ken Shamrock,72,28-17-2,Orthodox,46%,39%,2.5,60%,0.94,44%,205
Mar 11 1988,0.00,0.00,"5' 9""",Charon Spain,,14-26-0,,0%,0%,0.0,0%,0.00,0%,155
--,0.00,0.00,"5' 3""",Lacey Schuckman,,11-10-0,,0%,0%,0.0,0%,0.00,0%,125
Feb 27 1972,3.30,2.86,"6' 3""",Sidney Silva,,8-4-0,Southpaw,65%,34%,0.0,100%,3.30,0%,170
Jun 01 1974,2.12,0.72,"5' 9""",Antonio Schembri,,5-5-0,Orthodox,26%,55%,0.4,40%,1.31,0%,205
Jul 27 1991,7.37,2.80,"5' 2""",Jeremia Siregar,63,6-3-0,Orthodox,42%,29%,0.0,0%,0.00,75%,125
Oct 07 1989,2.50,2.16,"5' 10""",Yuta Sasaki,71,21-6-2,Southpaw,41%,50%,1.2,43%,3.03,41%,125
May 26 1988,2.93,4.07,"5' 9""",Ricky Steele,74,6-0-0,Orthodox,70%,50%,0.0,0%,0.00,91%,135
Aug 20 1984,5.12,2.56,"5' 10""",Tommy Speer,71,21-7-0,Orthodox,51%,35%,0.0,33%,2.02,33%,170
Mar 12 1995,7.52,4.82,"5' 7""",Daniel Santos,67,9-2-0,Orthodox,32%,50%,0.0,33%,1.23,57%,135
--,0.00,0.00,"6' 3""",Dmitri Stepanov,,0-1-0,Orthodox,0%,0%,0.0,0%,0.00,0%,217
Oct 01 1979,1.14,0.88,"5' 8""",Jerrod Sanders,72,16-3-0 (1 NC),Orthodox,64%,46%,1.6,33%,2.20,50%,135
--,5.05,4.95,"5' 10""",Kestutis Smirnovas,,24-8-2,Orthodox,52%,54%,1.6,50%,1.55,100%,200
Jul 26 1988,4.37,2.99,"6' 4""",Anthony Smith,76,36-17-0,Orthodox,47%,42%,0.7,27%,0.44,48%,205
--,0.43,0.00,"5' 9""",Rony Sefo,,0-2-0,Orthodox,0%,0%,0.0,0%,0.00,0%,225
Mar 07 1988,1.90,3.19,"5' 5""",Valentina Shevchenko,66,23-3-0,Southpaw,52%,63%,0.4,64%,2.53,70%,125
Nov 18 1995,8.18,6.33,"6' 4""",Leon Shahbazyan,74,7-2-0,Orthodox,52%,32%,0.0,50%,1.46,0%,170
Apr 14 1975,2.05,3.05,"6' 2""",Anderson Silva,77,34-11-0 (1 NC),Southpaw,61%,60%,0.8,77%,0.50,69%,185
May 05 1976,2.27,1.22,"6' 3""",Alex Schoenauer,,15-10-0,Orthodox,40%,42%,4.9,0%,0.00,22%,185
--,0.00,0.00,"6' 1""",Patrick Speight,,7-3-0,Orthodox,0%,0%,0.0,0%,0.00,0%,170
--,3.33,0.00,"6' 1""",Carl Seumanutafa,,10-8-0,Orthodox,0%,75%,0.0,0%,0.00,0%,255
Jun 09 1978,5.00,1.09,"6' 1""",Dion Staring,,35-14-0,Orthodox,37%,47%,0.0,0%,0.00,33%,235
Nov 23 1992,5.17,4.99,"6' 1""",Matthew Semelsberger,75,10-4-0,Switch,43%,55%,0.2,100%,0.99,63%,170
Jul 01 1976,2.19,1.98,"5' 9""",Amar Suloev,,24-7-0,Orthodox,37%,70%,0.3,100%,0.27,88%,183
Nov 12 1982,2.55,3.92,"6' 2""",Thiago Silva,74,19-6-0 (2 NC),Orthodox,50%,67%,0.7,47%,1.03,70%,205
Feb 05 1980,3.40,2.82,"6' 0""",Leonardo Santos,75,18-7-1,Orthodox,46%,54%,0.2,25%,0.88,86%,155
--,0.00,0.00,"5' 9""",Cody Sons,,3-7-0,,0%,0%,0.0,0%,0.00,0%,205
Jul 30 1993,3.91,4.55,"5' 9""",Devonte Smith,76,11-4-0,Orthodox,53%,49%,0.3,25%,0.35,85%,155
Dec 07 1979,2.83,2.53,"6' 1""",Jacare Souza,72,26-10-0 (1 NC),Orthodox,47%,62%,1.3,39%,2.57,57%,185
Jun 22 1985,4.03,3.61,"5' 7""",Douglas Silva de Andrade,68,28-5-0 (1 NC),Orthodox,39%,57%,0.2,50%,0.68,69%,135
--,1.28,3.21,"6' 0""",Kenneth Seegrist,,4-7-0,Orthodox,66%,0%,14.4,0%,0.00,40%,185
Sep 29 1986,5.72,3.71,"6' 1""",Eric Spicely,73,12-6-0,Orthodox,45%,55%,1.0,20%,1.31,75%,185
Feb 09 1979,0.00,0.00,"5' 11""",Tim Stout,,12-10-0,,0%,0%,0.0,0%,0.00,0%,185
Apr 18 1984,2.61,2.26,"5' 10""",Rameau Thierry Sokoudjou,78,18-18-0,Orthodox,45%,56%,0.9,47%,1.93,78%,205
Nov 19 1984,3.54,3.22,"6' 2""",Josh Stansbury,74,4-8-0,Orthodox,54%,54%,1.0,0%,0.00,87%,205
Jun 22 1983,0.00,0.00,--,Eric Steenberg,,5-1-0,,0%,0%,0.0,0%,0.00,0%,155
May 30 1991,12.00,4.00,"5' 11""",Martin Sano,75,4-3-1,Orthodox,33%,40%,0.0,0%,0.00,0%,170
--,0.00,0.00,"6' 8""",Wes Shivers,,7-1-0,,0%,0%,0.0,0%,0.00,0%,--
Jun 09 1988,0.00,0.00,"6' 0""",Ivan Shtyrkov,74,15-0-1,Orthodox,0%,0%,0.0,0%,0.00,0%,205
Jan 09 1971,1.33,1.63,"5' 9""",Pete Spratt,,25-23-0,Orthodox,48%,55%,0.3,100%,0.30,46%,170
--,1.79,0.45,"5' 9""",Marc Stevens,,21-10-0,,26%,46%,0.0,0%,0.00,0%,155
Jun 22 1993,2.43,3.35,"5' 6""",Taila Santos,68,19-2-0,Orthodox,50%,59%,1.3,88%,2.29,78%,125
--,0.00,0.00,--,Paul Song,,2-2-0,,0%,0%,0.0,0%,0.00,0%,185
Jul 19 1986,2.33,3.31,"5' 2""",Hector Sandoval,64,14-4-0,Orthodox,52%,65%,1.4,25%,3.49,71%,125
--,1.40,1.40,--,Nick Sperling,,3-4-0,,25%,66%,0.0,0%,0.00,0%,135
Sep 25 1980,6.10,3.00,"5' 5""",Iliarde Santos,67,30-13-1 (1 NC),Orthodox,30%,57%,0.0,23%,1.66,83%,125
Sep 06 1986,3.06,4.05,"5' 10""",Tarec Saffiedine,70,16-7-0,Switch,47%,62%,0.1,36%,0.52,84%,170
Feb 15 1991,4.79,4.79,"6' 2""",Emiliano Sordi,,16-7-0,Orthodox,50%,48%,8.3,0%,0.00,100%,205
Sep 12 1979,0.00,0.00,"5' 11""",Ray Steinbeiss,,14-7-0,Orthodox,0%,100%,0.0,0%,0.00,0%,170
Jan 18 1980,0.00,0.00,--,Jose Santibanez,,10-3-0,,0%,0%,0.0,0%,0.00,0%,155
Nov 23 1985,2.94,2.50,"5' 11""",Jason Saggo,71,12-4-0,Orthodox,39%,52%,0.0,40%,2.33,23%,155
--,0.00,0.00,"6' 0""",Dillon Smith,,0-0-0,,0%,0%,0.0,0%,0.00,0%,170
Oct 26 1972,7.31,1.40,"6' 2""",Art Santore,,18-8-0,,12%,52%,0.0,0%,0.00,100%,185
Apr 23 1982,3.58,1.64,"5' 6""",Diego Saraiva,,22-20-1,Orthodox,32%,62%,0.7,40%,1.33,0%,155
Apr 20 1992,4.21,6.15,"5' 11""",Cory Sandhagen,70,15-4-0,Switch,44%,56%,0.4,20%,0.71,63%,135
Feb 08 1994,0.00,0.00,"5' 10""",Tetsuya Seki,,14-8-1,,0%,0%,0.0,0%,0.00,0%,155
Feb 21 1988,2.89,1.95,"5' 7""",Roman Salazar,,10-6-0 (1 NC),Orthodox,39%,57%,0.0,18%,1.77,50%,135
Aug 21 1982,3.10,2.23,"5' 9""",Daniel Sarafian,73,10-6-0,Orthodox,46%,58%,0.7,7%,0.36,53%,185
Feb 01 1976,1.36,0.68,"5' 7""",Brandon Shuey,,7-6-0,Orthodox,33%,0%,10.2,0%,0.00,0%,155
Sep 20 1977,3.38,1.89,"6' 3""",Eric Schafer,76,14-8-2,Orthodox,34%,56%,1.8,36%,1.81,50%,185
Mar 12 1968,3.22,0.23,"5' 11""",Chris Sanford,,5-1-0,Orthodox,50%,17%,3.5,0%,0.00,0%,185
Apr 25 1985,5.91,2.02,"6' 1""",Martin Svensson,,15-6-0,,38%,38%,0.0,0%,0.00,0%,155
Jul 17 1987,2.27,1.18,"5' 9""",Bruno Santos,,15-2-0,Orthodox,46%,56%,0.3,37%,3.00,66%,185
Apr 13 1983,3.58,3.23,"6' 2""",Ben Saunders,77,22-13-2,Orthodox,50%,51%,1.3,40%,0.20,66%,170
Jul 29 1993,4.03,5.60,"5' 9""",Kevin Syler,71,10-1-0,Switch,69%,48%,2.0,40%,1.00,77%,155
Aug 27 1972,2.99,3.06,"5' 8""",Kamal Shalorus,68,9-5-2,Orthodox,32%,70%,0.0,50%,2.07,80%,155
--,0.00,0.00,"5' 9""",Nick Sanzo,,1-1-0,,0%,0%,0.0,0%,0.00,0%,190
May 11 1985,3.21,2.01,"5' 11""",Chas Skelly,72,19-3-0 (1 NC),Orthodox,40%,49%,2.3,34%,1.74,39%,145
May 21 1979,5.87,1.90,"6' 0""",Scott Smith,70,18-11-0 (1 NC),Orthodox,27%,50%,0.5,6%,0.12,58%,185
Nov 02 1983,3.73,4.68,"5' 8""",Cub Swanson,70,28-13-0,Orthodox,50%,60%,0.4,52%,1.09,61%,135
Feb 02 1965,0.00,0.00,"5' 11""",Yuhi Sano,,0-4-0,Orthodox,0%,0%,0.0,0%,0.00,0%,243
--,5.23,1.43,"6' 0""",Mario Soto,,7-2-0,,23%,42%,0.0,0%,0.00,0%,145
Jul 09 1977,2.52,2.61,"5' 10""",George Sotiropoulos,71,14-7-0,Orthodox,27%,67%,1.6,31%,2.32,53%,155
Jul 20 1974,2.53,3.60,"6' 0""",Aaron Simpson,73,12-5-0,Orthodox,52%,56%,0.5,34%,3.78,83%,170
Apr 02 1980,4.07,1.02,"5' 8""",Yuya Shirai,,26-14-2,Orthodox,100%,55%,0.0,0%,0.00,0%,168
Dec 08 1972,4.66,4.75,"5' 10""",Frank Shamrock,,23-10-2,Orthodox,53%,57%,1.1,50%,0.35,37%,185
Aug 22 2000,8.67,3.52,"6' 2""",Shimon Smotritsky,74,8-2-0,Orthodox,34%,56%,0.0,33%,3.52,50%,170
Jan 27 1988,2.42,2.32,"5' 10""",Dominique Steele,74,14-9-0,Orthodox,49%,50%,0.0,42%,2.95,76%,170
--,1.45,1.77,"6' 2""",Alex Stiebling,,19-11-1 (1 NC),Southpaw,42%,52%,0.7,66%,0.35,66%,205
May 25 1986,3.05,3.17,"5' 9""",Jeremy Stephens,71,28-19-0 (1 NC),Orthodox,40%,58%,0.4,38%,1.16,65%,145
--,10.00,10.00,"5' 8""",Waachiim Spiritwolf,,12-13-1 (2 NC),,100%,0%,0.0,0%,0.00,0%,170
Jan 10 1996,2.72,6.01,"5' 7""",Duda Santana,73,3-1-0,Orthodox,39%,73%,0.0,60%,6.44,0%,145
Dec 30 1990,3.29,3.05,"6' 0""",Darren Stewart,74,12-8-0 (2 NC),Orthodox,45%,48%,0.1,45%,1.75,67%,205
--,0.00,0.00,--,Adriano Santos,,0-1-0,,0%,0%,0.0,0%,0.00,0%,--
Aug 17 1991,2.26,1.98,"5' 9""",Richie Smullen,68,3-1-1,Orthodox,77%,65%,0.0,66%,8.49,0%,155
--,5.37,2.69,--,Edson Silva,,14-12-0 (1 NC),Orthodox,14%,50%,0.0,0%,0.00,0%,205
Feb 06 1995,2.34,3.96,"5' 8""",Jack Shore,71,16-1-0,Orthodox,58%,57%,0.6,39%,3.66,80%,135
Aug 31 1992,2.95,3.04,"5' 6""",Ricky Simon,69,20-3-0,Orthodox,44%,64%,0.5,52%,6.55,75%,135
Jan 07 1984,2.57,3.72,"6' 2""",Thiago Santos,76,22-11-0,Orthodox,48%,53%,0.1,33%,0.88,65%,205
Dec 02 1997,3.93,4.55,"5' 8""",Song Yadong,67,19-7-1 (1 NC),Orthodox,41%,59%,0.2,55%,0.63,71%,135
Jan 11 1971,1.19,3.01,"6' 0""",Ivan Salaverry,,14-9-0,Orthodox,47%,76%,2.5,18%,0.49,36%,185
Nov 21 1995,0.00,0.00,--,Oumar Sy,,6-0-0,,0%,0%,0.0,0%,0.00,0%,205
Feb 01 1986,3.55,2.46,"5' 8""",Sam Sicilia,67,15-8-0,Orthodox,33%,59%,0.9,43%,1.45,70%,145
Jul 03 1976,2.19,2.79,"5' 11""",Wanderlei Silva,74,35-13-1 (1 NC),Orthodox,40%,60%,0.6,53%,0.97,62%,205
Nov 04 1992,3.00,1.33,"6' 2""",Matheus Scheffel,75,14-7-0,Orthodox,36%,47%,0.0,0%,0.00,100%,205
Jul 21 1963,2.72,0.40,"7' 5""",Paulo Cesar Silva,,2-6-0,Orthodox,15%,47%,0.4,100%,0.42,16%,385
Oct 23 1988,4.31,2.77,"5' 9""",Andre Soukhamthath,70,13-8-0,Orthodox,44%,49%,0.2,53%,1.25,58%,135
Jan 17 1986,4.60,2.80,"6' 3""",Tyler Stinson,,30-10-0,,23%,56%,0.5,100%,0.50,0%,170
--,2.64,2.84,"6' 3""",Joe Schilling,,2-5-0,,52%,48%,0.0,0%,0.00,44%,185
Feb 21 1994,2.81,4.83,"5' 7""",Matt Sayles,68,8-4-0,Orthodox,41%,61%,0.7,16%,0.36,81%,155
Jul 21 1995,6.73,2.60,"5' 10""",Devin Smyth,72,4-2-0,Switch,68%,25%,0.0,26%,4.00,100%,170
Jun 21 1984,4.18,2.50,"6' 0""",Erick Silva,74,19-9-0 (1 NC),Orthodox,48%,49%,1.4,35%,0.85,56%,170
Dec 20 2000,1.81,4.06,"5' 8""",Cameron Saaiman,67,7-0-0,Southpaw,46%,60%,0.6,33%,0.55,40%,135
Jul 16 1991,4.11,4.67,"5' 9""",Louis Smolka,68,17-9-0,Orthodox,47%,53%,1.8,35%,1.69,32%,135
Jan 27 1991,3.65,5.16,"5' 11""",Luis Saldana,73,16-7-1,Orthodox,50%,60%,0.2,17%,0.64,44%,145
--,2.89,1.00,"5' 9""",Bobby Stack,,8-3-0,Orthodox,20%,34%,0.0,45%,7.48,100%,155
Aug 17 1988,4.48,2.87,"5' 11""",Kiril Sidelnikov,,11-4-0,,28%,61%,0.0,0%,0.00,0%,230
Oct 08 1970,1.96,1.08,"6' 1""",Siala Siliga,,12-5-0,Orthodox,26%,50%,0.0,50%,1.47,80%,290
Mar 18 1983,2.22,2.92,"6' 4""",Brendan Schaub,78,10-5-0,Orthodox,37%,57%,0.4,46%,2.32,72%,245
May 20 1984,1.71,4.36,"5' 11""",Alexander Shlemenko,,56-9-0 (1 NC),,60%,63%,0.0,0%,0.00,0%,185
Jul 02 1982,1.40,0.73,"6' 0""",Josh Smith,,9-8-0,Orthodox,28%,54%,2.0,0%,0.00,57%,155
Mar 22 1987,5.37,3.36,"5' 6""",Joe Soto,65,18-7-0,Orthodox,41%,67%,1.9,21%,0.85,70%,135
--,0.00,0.00,--,Jason Sharp,,3-3-0,,0%,0%,0.0,0%,0.00,0%,205
Mar 08 1978,2.23,1.55,"5' 9""",Genki Sudo,,15-4-2,Orthodox,39%,33%,4.2,60%,3.58,50%,155
Nov 03 1980,3.48,2.91,"5' 9""",Mackens Semerzier,72,8-4-0 (1 NC),Orthodox,45%,46%,2.1,50%,2.14,50%,145
Mar 10 1990,4.37,4.39,"6' 0""",Song Kenan,71,18-6-0,Orthodox,46%,54%,0.0,0%,0.00,50%,170
Jan 05 1981,3.31,3.29,"6' 3""",Trevor Smith,75,15-10-0,Orthodox,55%,51%,0.7,32%,1.70,60%,185
Aug 14 1987,2.30,1.64,"6' 0""",Colton Smith,71,7-4-0,Orthodox,41%,51%,1.4,36%,4.09,25%,155
--,5.19,0.87,"5' 6""",Kim In Seok,,3-6-0,Orthodox,37%,60%,0.0,0%,0.00,0%,145
Mar 16 1990,3.23,2.98,"5' 4""",Bruno Silva,65,12-5-2 (1 NC),Orthodox,46%,58%,0.0,31%,2.89,64%,125
Jun 23 1994,3.41,0.80,"6' 1""",Gian Siqueira,74,19-5-0,Orthodox,100%,19%,0.0,0%,0.00,0%,170
--,0.00,0.00,"5' 10""",George Stork,,7-9-0,,0%,0%,0.0,0%,0.00,0%,185
Aug 27 1980,3.55,4.71,"5' 10""",Amir Sadollah,75,6-5-0,Orthodox,46%,60%,0.3,27%,0.57,60%,170
Aug 05 1982,3.65,2.60,"5' 11""",Pete Sell,75,10-7-0,Orthodox,42%,51%,0.9,21%,0.91,47%,170
May 03 1992,7.09,1.55,"6' 4""",Edivan Santos,78,12-3-1 (1 NC),Orthodox,48%,26%,0.0,0%,0.00,25%,248
Jun 24 1991,2.82,3.22,"5' 6""",Joby Sanchez,68,11-4-0,Orthodox,36%,63%,0.4,71%,0.95,51%,135
May 21 1981,0.00,0.00,"5' 11""",Brandon Sene,,2-2-0,,0%,0%,0.0,0%,0.00,0%,205
Jun 15 1993,4.89,5.70,"6' 4""",Lucasz Sudolski,75,8-1-0,Orthodox,67%,28%,0.0,0%,0.00,100%,205
Aug 20 1988,4.40,3.40,"5' 9""",Gleristone Santos,,33-7-0,,31%,64%,0.0,0%,0.00,75%,145
--,3.20,1.60,--,Lucas Stark,,1-5-0,,25%,66%,0.0,100%,12.00,0%,155
Oct 25 1984,0.00,0.00,"5' 5""",Sean Santella,,17-6-1 (1 NC),,0%,0%,0.0,0%,0.00,0%,125
--,2.50,2.17,--,Colleen Schneider,,11-7-0,,48%,50%,0.0,50%,2.50,60%,135
Apr 23 1984,4.08,4.17,"5' 9""",Sam Stout,70,20-12-1,Orthodox,28%,57%,0.1,38%,0.63,77%,155
May 07 1973,6.17,2.72,"5' 9""",Lodune Sincaid,,15-9-0,Orthodox,42%,57%,0.0,0%,0.00,75%,185
Nov 07 1978,0.00,0.00,"6' 1""",Andreas Spang,,9-3-0,,0%,0%,0.0,0%,0.00,0%,185
Nov 26 1987,1.95,1.83,"6' 2""",Chris Spang,,6-3-0,Orthodox,36%,60%,0.9,0%,0.00,50%,170
Dec 19 1995,1.13,3.00,"5' 3""",Maria Silva,64,8-1-0,Orthodox,57%,62%,0.5,100%,2.00,55%,115
Dec 23 1963,0.00,0.00,"5' 8""",Adrian Serrano,,56-29-4,,0%,0%,0.0,0%,0.00,0%,170
--,0.00,0.00,"5' 9""",Josh Stuart,,1-4-0,,0%,0%,0.0,0%,0.00,0%,160
--,0.00,0.00,--,Justin Smitley,,10-7-1,,0%,0%,0.0,0%,0.00,0%,145
Oct 19 1981,2.73,1.09,"5' 9""",Gilbert Smith,,12-6-0,Southpaw,41%,35%,1.2,60%,3.51,0%,185
Feb 20 1990,3.10,1.86,"5' 5""",Damian Stasiak,70,10-6-0,Orthodox,36%,52%,0.6,35%,2.64,43%,135
Jan 09 1979,1.80,2.45,"6' 0""",Jake Shields,72,31-9-1 (1 NC),Orthodox,36%,56%,1.2,29%,2.83,35%,170
